proyecto_codigo,proyecto_tipo,departamento,provincia,municipio
8003,2,Potosí,Daniel Campos,Tahua
8003,2,Potosí,Enrique Baldivieso,San Agustin
8003,2,Potosí,Nor Lípez,"Colcha ""K"""
8003,2,Potosí,Nor Lípez,San Pedro de Quemes
8003,2,Potosí,Sur Lípez,San Pablo de Lipez
8003,2,Potosí,Sur Lípez,Mojinete
8003,2,Potosí,Sur Lípez,San Antonio de Esmoruco
8003,2,Potosí,Antonio Quijarro,Uyuni
8003,2,Potosí,Antonio Quijarro,Tomave
8003,2,Potosí,Daniel Campos,Llica
8003,2,Potosí,Daniel Campos,Tahua
8003,2,Potosí,Enrique Baldivieso,San Agustin
8004,2,Potosí,Antonio Quijarro,Uyuni
8005,2,Potosí,Antonio Quijarro,Uyuni
8006,2,Santa Cruz,Velasco,San Ignacio de Velasco
8007,2,Santa Cruz,Velasco,San Ignacio de Velasco
8008,2,Cochabamba,Tapacarí,Tapacarí
8009,2,Potosí,Nor Lípez,"Colcha ""K"""
8010,2,Potosí,Nor Lípez,San Pedro de Quemes
8011,2,Potosí,Nor Lípez,"Colcha ""K"""
8012,2,Potosí,Nor Lípez,"Colcha ""K"""
8013,2,Potosí,Nor Chichas,Vitichi
8014,2,Potosí,Nor Chichas,Cotagaita
8016,2,Potosí,Nor Chichas,Cotagaita
8017,2,Potosí,Nor Chichas,Cotagaita
8018,2,Potosí,José María Linares,Puna
8019,2,Potosí,José María Linares,Puna
8020,2,Chuquisaca,Oropeza,Sucre
8020,2,Chuquisaca,Tomina,Padilla
8020,2,Chuquisaca,Nor Cinti,Camargo
8020,2,Chuquisaca,Belisario Boeto,Villa Serrano
8020,2,Cochabamba,Cercado,Cochabamba
8020,2,Cochabamba,Quillacollo,Quillacollo
8020,2,Cochabamba,Quillacollo,Tiquipaya
8020,2,Cochabamba,Quillacollo,Colcapirhua
8020,2,Cochabamba,Chapare,Sacaba
8020,2,Tarija,Cercado,Tarija
8020,2,Chuquisaca,Oropeza,Sucre
8020,2,Chuquisaca,Tomina,Padilla
8020,2,Chuquisaca,Nor Cinti,Camargo
8020,2,Chuquisaca,Belisario Boeto,Villa Serrano
8020,2,Cochabamba,Cercado,Cochabamba
8020,2,Cochabamba,Quillacollo,Quillacollo
8020,2,Cochabamba,Quillacollo,Tiquipaya
8020,2,Cochabamba,Quillacollo,Colcapirhua
8020,2,Cochabamba,Chapare,Sacaba
8020,2,Tarija,Cercado,Tarija
8021,2,Potosí,José María Linares,"Caiza ""D"""
8022,2,Potosí,José María Linares,Puna
8023,2,Potosí,José María Linares,Puna
8024,2,Potosí,José María Linares,Puna
8025,2,Potosí,José María Linares,Puna
8026,2,Potosí,José María Linares,Puna
8027,2,La Paz,Larecaja,Sorata
8027,2,La Paz,Larecaja,Sorata
8027,2,La Paz,Larecaja,Sorata
8028,2,Potosí,Sur Chichas,Tupiza
8029,2,Potosí,José María Linares,Puna
8030,2,Potosí,Sur Chichas,Tupiza
8031,2,Potosí,José María Linares,Puna
8032,2,Potosí,José María Linares,Puna
8033,2,Potosí,José María Linares,Puna
8034,2,Potosí,José María Linares,Puna
8035,2,Potosí,José María Linares,Puna
8036,2,Potosí,José María Linares,Puna
8037,2,Potosí,Bernardino Bilbao Rioja,Acasio
8038,2,Potosí,Cornelio Saavedra,Tacobamba
8039,2,Potosí,Cornelio Saavedra,Betanzos
8040,2,Potosí,Cornelio Saavedra,Betanzos
8041,2,Potosí,Cornelio Saavedra,Betanzos
8042,2,Potosí,Antonio Quijarro,Tomave
8043,2,Potosí,Antonio Quijarro,Tomave
8044,2,Potosí,Antonio Quijarro,Tomave
8045,2,Potosí,Antonio Quijarro,Uyuni
8046,2,Potosí,Antonio Quijarro,Porco
8047,2,Potosí,Charcas,Toro Toro
8048,2,Potosí,Charcas,Toro Toro
8049,2,Potosí,Charcas,Toro Toro
8050,2,La Paz,Muñecas,Chuma
8051,2,La Paz,Loayza,Sapahaqui
8052,2,La Paz,Loayza,Luribay
8053,2,La Paz,Loayza,Luribay
8054,2,La Paz,Loayza,Luribay
8055,2,La Paz,Loayza,Cairoma
8056,2,La Paz,Inquisivi,Cajuata
8057,2,La Paz,Sud Yungas,Yanacachi
8058,2,La Paz,Sud Yungas,Irupana
8059,2,La Paz,Ingavi,Viacha
8060,2,La Paz,Sud Yungas,Chulumani
8061,2,La Paz,Sud Yungas,Irupana
8062,2,La Paz,Sud Yungas,La Asunta
8063,2,La Paz,Sud Yungas,La Asunta
8064,2,La Paz,Sud Yungas,Irupana
8065,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8065,2,Beni,Vaca Diéz,Guayaramerín
8065,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8065,2,Beni,Vaca Diéz,Guayaramerín
8066,2,La Paz,Pacajes,Waldo Ballivian
8067,2,La Paz,Franz Tamayo,Pelechuco
8068,2,La Paz,Pacajes,Calacoto
8069,2,La Paz,Pacajes,Callapa
8070,2,La Paz,Caranavi,Caranavi
8071,2,La Paz,Nor Yungas,Coroico
8072,2,La Paz,Caranavi,Caranavi
8073,2,La Paz,Nor Yungas,Coripata
8074,2,La Paz,Manco Kapac,Copacabana
8075,2,La Paz,Manco Kapac,Copacabana
8076,2,La Paz,Manco Kapac,Copacabana
8077,2,La Paz,Manco Kapac,Copacabana
8080,2,La Paz,Murillo,La Paz
8082,2,La Paz,Loayza,Sapahaqui
8083,2,La Paz,Loayza,Sapahaqui
8084,2,La Paz,Loayza,Sapahaqui
8086,2,La Paz,Loayza,Sapahaqui
8087,2,La Paz,Inquisivi,Colquiri
8088,2,La Paz,Inquisivi,Colquiri
8089,2,La Paz,Inquisivi,Quime
8090,2,La Paz,Inquisivi,Quime
8091,1,La Paz,,
8092,2,La Paz,Inquisivi,Inquisivi
8093,2,La Paz,Inquisivi,Ichoca
8094,2,La Paz,Inquisivi,Colquiri
8095,1,Cochabamba,Chapare,Villa Tunari
8096,2,La Paz,Inquisivi,Ichoca
8097,2,La Paz,Inquisivi,Ichoca
8098,2,La Paz,Inquisivi,Colquiri
8099,2,La Paz,Inquisivi,Cajuata
8100,2,La Paz,Inquisivi,Cajuata
8101,2,La Paz,Inquisivi,Colquiri
8102,2,La Paz,Ingavi,Viacha
8103,2,La Paz,Inquisivi,Cajuata
8106,2,La Paz,Ingavi,Viacha
8107,2,La Paz,Ingavi,Viacha
8108,2,La Paz,Ingavi,Tiahuanacu
8109,2,La Paz,Ingavi,Viacha
8110,2,La Paz,Ingavi,Tiahuanacu
8111,2,La Paz,Ingavi,Tiahuanacu
8112,2,La Paz,Ingavi,Tiahuanacu
8113,2,La Paz,Ingavi,Viacha
8115,2,La Paz,Ingavi,Viacha
8116,2,La Paz,Aroma,Patacamaya
8117,2,La Paz,Aroma,Calamarca
8118,2,La Paz,Aroma,Calamarca
8119,2,La Paz,Aroma,Calamarca
8120,2,La Paz,Aroma,Calamarca
8121,2,La Paz,Aroma,Patacamaya
8122,2,La Paz,Aroma,Patacamaya
8123,2,La Paz,Aroma,Patacamaya
8124,2,La Paz,Aroma,Ayo Ayo
8125,2,La Paz,Franz Tamayo,Pelechuco
8126,2,Tarija,Gran Chaco,Yacuiba
8127,2,Tarija,Aniceto Arce,Bermejo
8128,2,Potosí,Antonio Quijarro,Porco
8129,2,Pando,Manuripi,Puerto Rico
8130,2,Pando,Nicolas Suarez,Cobija
8131,2,Chuquisaca,Hernando Siles,Monteagudo
8132,2,Cochabamba,Campero,Pasorapa
8134,2,Beni,Cercado,Trinidad
8136,2,Beni,Yacuma,Santa Ana de Yacuma
8137,2,Beni,Mamoré,San Ramon
8139,2,Beni,Mamoré,San Joaquin
8140,2,Beni,Moxos,San Ignacio
8141,2,Beni,Vaca Diéz,Riberalta
8142,2,Beni,Itenez,Magdalena
8144,2,Beni,Vaca Diéz,Guayaramerín
8146,2,Santa Cruz,Angel Sandoval,San Matias
8152,2,Santa Cruz,Angel Sandoval,San Matias
8153,2,Santa Cruz,Ñuflo de Chavez,San Javier
8154,2,Santa Cruz,Velasco,San Ignacio de Velasco
8155,2,Santa Cruz,Ñuflo de Chavez,Concepcion
8156,2,Santa Cruz,Guarayos,Ascensión de Guarayos
8158,2,Santa Cruz,Andrés Ibáñez,La Guardia
8159,2,La Paz,Murillo,La Paz
8160,2,La Paz,Franz Tamayo,Apolo
8161,2,La Paz,Murillo,La Paz
8164,2,Chuquisaca,Zudañez,Icla
8165,2,Potosí,Tomás Frías,Yocalla
8167,2,Potosí,José María Linares,Puna
8168,2,Potosí,Tomás Frías,Potosí
8169,2,Potosí,José María Linares,Puna
8171,2,Potosí,Tomás Frías,Potosí
8172,2,Potosí,Sur Lípez,San Pablo de Lipez
8173,2,Potosí,Sur Lípez,San Antonio de Esmoruco
8174,2,Potosí,Sur Lípez,Mojinete
8175,2,Potosí,Sur Chichas,Tupiza
8176,2,Potosí,Sur Chichas,Tupiza
8177,2,Potosí,Sur Chichas,Tupiza
8178,2,Potosí,Cornelio Saavedra,Betanzos
8179,2,Potosí,Cornelio Saavedra,Betanzos
8180,2,Potosí,Cornelio Saavedra,Betanzos
8181,2,Potosí,Cornelio Saavedra,Chaqui
8182,2,Potosí,Antonio Quijarro,Uyuni
8183,2,Potosí,Antonio Quijarro,Uyuni
8184,2,Potosí,Antonio Quijarro,Uyuni
8185,1,Santa Cruz,Ichilo,Buena Vista
8185,1,Santa Cruz,Ichilo,San Carlos
8185,1,Santa Cruz,Ichilo,Yapacaní
8185,1,Santa Cruz,Sara,Portachuelo
8185,1,Santa Cruz,Ichilo,Buena Vista
8185,1,Santa Cruz,Ichilo,San Carlos
8185,1,Santa Cruz,Ichilo,Yapacaní
8185,1,Santa Cruz,Sara,Portachuelo
8186,2,Potosí,Modesto Omiste,Villazón
8187,2,Potosí,Modesto Omiste,Villazón
8188,2,Potosí,Modesto Omiste,Villazón
8189,2,Potosí,Modesto Omiste,Villazón
8190,2,Potosí,Nor Lípez,"Colcha ""K"""
8191,2,Potosí,Nor Chichas,Cotagaita
8192,2,Potosí,Nor Chichas,Cotagaita
8193,2,Potosí,Nor Chichas,Vitichi
8194,2,Potosí,Nor Chichas,Cotagaita
8195,2,Potosí,Nor Chichas,Cotagaita
8196,2,Potosí,José María Linares,Puna
8198,2,La Paz,Murillo,El Alto
8199,2,Potosí,José María Linares,Puna
8200,2,Potosí,José María Linares,"Caiza ""D"""
8201,2,Potosí,José María Linares,Puna
8202,2,Potosí,José María Linares,Puna
8203,2,Potosí,José María Linares,"Caiza ""D"""
8204,2,Potosí,José María Linares,"Caiza ""D"""
8205,2,Potosí,José María Linares,Puna
8206,2,Potosí,Chayanta,Colquechaca
8207,2,Potosí,Charcas,San Pedro de Buena Vista
8208,2,Potosí,Charcas,San Pedro de Buena Vista
8209,2,Potosí,Charcas,San Pedro de Buena Vista
8210,2,Potosí,Rafael Bustillo,Chayanta
8211,2,Potosí,Rafael Bustillo,Chayanta
8212,2,Potosí,Enrique Baldivieso,San Agustin
8213,2,Chuquisaca,Yamparáez,Yamparáez
8214,2,Chuquisaca,Yamparáez,Tarabuco
8215,2,Chuquisaca,Yamparáez,Tarabuco
8216,2,Chuquisaca,Tomina,Tomina
8217,2,Chuquisaca,Tomina,Tomina
8218,2,Chuquisaca,Tomina,Tomina
8219,2,La Paz,Murillo,Mecapaca
8220,2,Chuquisaca,Tomina,Padilla
8221,2,Chuquisaca,Tomina,Padilla
8222,2,Chuquisaca,Tomina,Padilla
8223,2,Chuquisaca,Tomina,Villa Alcala
8224,2,Chuquisaca,Sud Cinti,Culpina
8225,2,Chuquisaca,Sud Cinti,Culpina
8226,2,Chuquisaca,Oropeza,Yotala
8227,2,La Paz,Murillo,La Paz
8227,2,La Paz,Murillo,Achocalla
8227,2,La Paz,Murillo,El Alto
8227,2,Oruro,Cercado,Oruro
8227,2,Potosí,Tomás Frías,Potosí
8227,2,La Paz,Murillo,La Paz
8227,2,La Paz,Murillo,Achocalla
8227,2,La Paz,Murillo,El Alto
8227,2,Oruro,Cercado,Oruro
8227,2,Potosí,Tomás Frías,Potosí
8228,2,Chuquisaca,Oropeza,Yotala
8229,2,Chuquisaca,Nor Cinti,Camargo
8230,2,Chuquisaca,Nor Cinti,Incahuasi
8231,2,Chuquisaca,Nor Cinti,San Lucas
8232,2,Chuquisaca,Nor Cinti,San Lucas
8233,2,Chuquisaca,Nor Cinti,San Lucas
8234,2,Chuquisaca,Hernando Siles,Huacareta
8235,2,La Paz,Murillo,
8236,2,Chuquisaca,Belisario Boeto,Villa Serrano
8237,2,La Paz,Murillo,La Paz
8238,2,Chuquisaca,Azurduy,Tarvita
8239,2,La Paz,Murillo,La Paz
8240,2,Chuquisaca,Azurduy,Tarvita
8241,2,La Paz,Murillo,
8242,2,Cochabamba,Carrasco,Pocona
8243,2,Tarija,Méndez,El Puente
8244,2,Tarija,Gran Chaco,Yacuiba
8245,2,Tarija,Gran Chaco,Yacuiba
8246,2,Tarija,Cercado,Tarija
8247,2,Tarija,Aviles,Yunchará
8248,2,Tarija,Aviles,Yunchará
8249,2,Tarija,Aniceto Arce,Padcaya
8250,2,Tarija,Aniceto Arce,Padcaya
8251,2,Tarija,Aniceto Arce,Padcaya
8252,2,Tarija,Aniceto Arce,Bermejo
8253,2,Santa Cruz,Vallegrande,Vallegrande
8254,2,Santa Cruz,Vallegrande,Vallegrande
8255,2,Santa Cruz,Vallegrande,Vallegrande
8256,2,Santa Cruz,Vallegrande,Vallegrande
8257,2,Santa Cruz,Angel Sandoval,San Matias
8258,2,Santa Cruz,Angel Sandoval,San Matias
8259,2,Oruro,San Pedro de Totora,San Pedro de Totora
8260,2,Oruro,Poopó,Pazña
8261,2,Oruro,Nor Carangas,Huayllamarca
8262,2,La Paz,Franz Tamayo,Pelechuco
8263,2,Oruro,Litoral,Escara
8264,2,Oruro,Cercado,Oruro
8265,2,Oruro,Cercado,Oruro
8266,2,Oruro,Cercado,El Choro
8267,2,La Paz,Murillo,La Paz
8268,2,Oruro,Cercado,El Choro
8269,2,Oruro,Cercado,Oruro
8270,2,Oruro,Carangas,Corque
8271,2,Oruro,Ladislao Cabrera,Salinas de Garci Mendoza
8272,2,Oruro,Ladislao Cabrera,Salinas de Garci Mendoza
8273,2,Oruro,Abaroa,Challapata
8274,2,Oruro,Mejillones,Todos Santos
8275,2,La Paz,Gualberto Villarroel,San Pedro de Curahuara
8276,2,La Paz,Gualberto Villarroel,Papel Pampa
8277,2,La Paz,Gualberto Villarroel,Papel Pampa
8278,1,La Paz,,
8278,1,Oruro,,
8278,1,Beni,,
8279,2,La Paz,Sud Yungas,Chulumani
8280,2,La Paz,Sud Yungas,Yanacachi
8281,2,La Paz,Sud Yungas,Irupana
8282,2,La Paz,Sud Yungas,Chulumani
8283,2,La Paz,Sud Yungas,Chulumani
8284,2,La Paz,Sud Yungas,Yanacachi
8285,2,La Paz,Sud Yungas,Irupana
8286,2,La Paz,Jose Manuel Pando,Catacora
8287,2,La Paz,Pacajes,Callapa
8288,2,La Paz,Pacajes,Callapa
8289,2,La Paz,Pacajes,Callapa
8290,2,La Paz,Pacajes,Calacoto
8291,2,La Paz,Pacajes,Callapa
8292,2,La Paz,Pacajes,Calacoto
8293,2,La Paz,Pacajes,Calacoto
8294,2,La Paz,Pacajes,Calacoto
8295,2,La Paz,Pacajes,Calacoto
8296,2,La Paz,Pacajes,Caquiaviri
8297,2,La Paz,Pacajes,Caquiaviri
8298,2,La Paz,Pacajes,Caquiaviri
8299,2,La Paz,Pacajes,Caquiaviri
8300,2,La Paz,Nor Yungas,Coroico
8302,1,La Paz,Jose Manuel Pando,Santiago de Machaca
8303,2,La Paz,Muñecas,Chuma
8304,2,La Paz,Muñecas,Chuma
8305,2,La Paz,Muñecas,Aucapata
8306,2,La Paz,Muñecas,Chuma
8307,2,La Paz,Muñecas,Ayata
8308,2,La Paz,Manco Kapac,San Pedro de Tiquina
8309,2,La Paz,Loayza,Sapahaqui
8310,2,La Paz,Loayza,Sapahaqui
8311,2,La Paz,Loayza,Sapahaqui
8312,2,La Paz,Loayza,Sapahaqui
8313,2,La Paz,Loayza,Sapahaqui
8314,2,La Paz,Loayza,Cairoma
8315,2,La Paz,Loayza,Cairoma
8316,2,La Paz,Inquisivi,Cajuata
8317,2,La Paz,Inquisivi,Ichoca
8318,2,La Paz,Inquisivi,Ichoca
8319,2,La Paz,Inquisivi,Ichoca
8320,2,La Paz,Inquisivi,Ichoca
8321,2,La Paz,Inquisivi,Ichoca
8322,2,La Paz,Inquisivi,Ichoca
8323,1,Cochabamba,Campero,
8324,2,La Paz,Murillo,La Paz
8325,2,La Paz,Murillo,
8326,2,La Paz,Murillo,La Paz
8327,2,La Paz,Murillo,La Paz
8328,2,La Paz,Inquisivi,Quime
8329,2,La Paz,Murillo,La Paz
8330,2,La Paz,Ingavi,Viacha
8331,1,Cochabamba,Chapare,Sacaba
8332,2,La Paz,Ingavi,Viacha
8333,2,La Paz,Ingavi,Viacha
8334,2,La Paz,Ingavi,Viacha
8335,2,La Paz,Ingavi,Viacha
8336,2,La Paz,Caranavi,Caranavi
8337,2,La Paz,Caranavi,Caranavi
8338,2,La Paz,Caranavi,Caranavi
8339,2,La Paz,Caranavi,Caranavi
8340,2,La Paz,Caranavi,Caranavi
8341,1,La Paz,Murillo,Achocalla
8341,1,La Paz,Ingavi,Viacha
8341,1,La Paz,Aroma,Calamarca
8341,1,Cochabamba,Arque,Arque
8341,1,Cochabamba,Quillacollo,Sipe Sipe
8341,1,Cochabamba,Tapacarí,Tapacarí
8341,1,La Paz,Murillo,Achocalla
8341,1,La Paz,Ingavi,Viacha
8341,1,La Paz,Aroma,Calamarca
8341,1,Cochabamba,Arque,Arque
8341,1,Cochabamba,Quillacollo,Sipe Sipe
8341,1,Cochabamba,Tapacarí,Tapacarí
8341,1,La Paz,Murillo,Achocalla
8341,1,La Paz,Ingavi,Viacha
8341,1,La Paz,Aroma,Calamarca
8341,1,Cochabamba,Arque,Arque
8341,1,Cochabamba,Quillacollo,Sipe Sipe
8341,1,Cochabamba,Tapacarí,Tapacarí
8342,2,La Paz,Camacho,Puerto Carabuco
8343,2,La Paz,Camacho,Puerto Carabuco
8344,2,La Paz,Aroma,Umala
8345,2,La Paz,Aroma,Ayo Ayo
8346,2,La Paz,Murillo,La Paz
8347,2,La Paz,Murillo,La Paz
8348,2,La Paz,Murillo,La Paz
8349,2,La Paz,Murillo,La Paz
8350,2,La Paz,Murillo,La Paz
8358,1,Chuquisaca,Oropeza,Yotala
8358,1,Chuquisaca,Oropeza,Yotala
8358,1,Chuquisaca,Oropeza,Yotala
8367,2,La Paz,Murillo,La Paz
8369,2,La Paz,Murillo,La Paz
8370,2,La Paz,Murillo,La Paz
8371,2,La Paz,Murillo,La Paz
8372,2,La Paz,Murillo,La Paz
8373,2,La Paz,Murillo,La Paz
8374,2,Santa Cruz,Florida,Samaipata
8375,2,Cochabamba,Carrasco,Pojo
8376,2,Cochabamba,Carrasco,Pocona
8377,2,Oruro,Sajama,Curahuara de Carangas
8378,2,Santa Cruz,Cordillera,Cabezas
8379,2,Santa Cruz,Cordillera,Camiri
8380,2,Chuquisaca,Luis Calvo,Macharetí
8382,2,Tarija,Gran Chaco,Villamontes
8383,2,Tarija,Gran Chaco,Yacuiba
8384,2,Tarija,Burnet O'connor,Entre Ríos
8385,2,Tarija,Burnet O'connor,Entre Ríos
8386,2,Tarija,Cercado,Tarija
8387,2,Tarija,Méndez,El Puente
8388,2,Chuquisaca,Nor Cinti,Camargo
8389,2,Potosí,José María Linares,Puna
8390,2,Tarija,Aniceto Arce,Padcaya
8391,2,Tarija,Gran Chaco,Yacuiba
8392,2,Tarija,Gran Chaco,Villamontes
8393,2,Tarija,Cercado,Tarija
8394,2,Tarija,Gran Chaco,Yacuiba
8395,2,Tarija,Gran Chaco,Villamontes
8396,2,Tarija,Aniceto Arce,Bermejo
8397,2,Tarija,Gran Chaco,Villamontes
8398,2,La Paz,Larecaja,Tipuani
8398,2,La Paz,Larecaja,Mapiri
8398,2,La Paz,Sud Yungas,La Asunta
8398,2,La Paz,Abel Iturralde,San Buenaventura
8398,2,Cochabamba,Carrasco,Puerto Villarroel
8398,2,La Paz,Larecaja,Tipuani
8398,2,La Paz,Larecaja,Mapiri
8398,2,La Paz,Sud Yungas,La Asunta
8398,2,La Paz,Abel Iturralde,San Buenaventura
8398,2,Cochabamba,Carrasco,Puerto Villarroel
8399,2,Santa Cruz,Germán Busch,Puerto Suárez
8400,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8401,2,Santa Cruz,Chiquitos,San José de Chiquitos
8402,2,Santa Cruz,Chiquitos,Roboré
8403,2,Santa Cruz,Cordillera,Camiri
8404,2,Santa Cruz,Germán Busch,Puerto Suárez
8405,2,Santa Cruz,Andrés Ibáñez,Cotoca
8406,2,Santa Cruz,Germán Busch,Puerto Suárez
8408,2,Santa Cruz,Chiquitos,San José de Chiquitos
8409,2,Santa Cruz,Chiquitos,San José de Chiquitos
8410,2,Potosí,Modesto Omiste,Villazón
8411,2,Potosí,Sur Chichas,Tupiza
8412,2,Potosí,Tomás Frías,Potosí
8417,2,Potosí,Rafael Bustillo,Llallagua
8418,2,Potosí,Nor Lípez,"Colcha ""K"""
8419,2,Potosí,Antonio Quijarro,Tomave
8420,2,Potosí,Sur Lípez,San Pablo de Lipez
8421,2,Pando,Nicolas Suarez,Cobija
8422,2,Pando,Nicolas Suarez,Cobija
8423,2,Pando,Nicolas Suarez,Cobija
8424,1,Beni,,
8425,2,Oruro,Cercado,Oruro
8426,2,La Paz,Murillo,La Paz
8427,2,Chuquisaca,Hernando Siles,Monteagudo
8428,2,Chuquisaca,Oropeza,Sucre
8429,2,Cochabamba,Cercado,Cochabamba
8430,2,Cochabamba,Chapare,Sacaba
8434,2,Beni,Itenez,Magdalena
8437,2,Beni,Vaca Diéz,Guayaramerín
8439,2,Beni,Vaca Diéz,Guayaramerín
8442,2,Beni,Vaca Diéz,Riberalta
8443,2,Beni,Vaca Diéz,Riberalta
8444,2,Beni,Vaca Diéz,Riberalta
8446,2,Cochabamba,Quillacollo,Quillacollo
8448,2,Cochabamba,Quillacollo,Quillacollo
8449,2,Cochabamba,Cercado,Cochabamba
8450,2,Cochabamba,Carrasco,Pojo
8451,2,Cochabamba,Carrasco,Puerto Villarroel
8453,2,La Paz,Aroma,Calamarca
8455,2,La Paz,Murillo,Mecapaca
8456,2,La Paz,Murillo,La Paz
8457,2,La Paz,Murillo,La Paz
8458,2,La Paz,Los Andes,Pucarani
8459,2,La Paz,Murillo,La Paz
8460,2,La Paz,Murillo,La Paz
8461,2,La Paz,Aroma,Sica Sica
8463,2,Santa Cruz,Germán Busch,Puerto Suárez
8466,2,Santa Cruz,Sara,Portachuelo
8467,2,Santa Cruz,Ichilo,Buena Vista
8468,2,Pando,Nicolas Suarez,Cobija
8469,2,Oruro,Saucarí,Toledo
8470,2,Oruro,Sabaya,Sabaya
8471,2,Oruro,Cercado,Oruro
8472,2,Oruro,Sajama,Curahuara de Carangas
8473,2,Chuquisaca,Oropeza,Sucre
8474,2,Chuquisaca,Nor Cinti,San Lucas
8475,2,Chuquisaca,Oropeza,Poroma
8476,2,Chuquisaca,Azurduy,Azurduy
8477,2,Beni,Cercado,Trinidad
8478,2,Beni,Cercado,San Javier
8479,2,Beni,Marbán,Loreto
8480,1,Tarija,Gran Chaco,Caraparí
8480,1,Tarija,Gran Chaco,Villamontes
8480,1,Tarija,Gran Chaco,Caraparí
8480,1,Tarija,Gran Chaco,Villamontes
8481,2,Beni,Vaca Diéz,Guayaramerín
8482,2,Tarija,Aviles,Yunchará
8483,2,Tarija,Cercado,Tarija
8484,2,Tarija,Aniceto Arce,Bermejo
8485,2,Santa Cruz,Ichilo,Yapacaní
8486,2,Santa Cruz,Warnes,Warnes
8487,2,Oruro,Poopó,Poopó
8487,2,Oruro,Poopó,Poopó
8488,1,La Paz,Larecaja,Guanay
8488,1,La Paz,Larecaja,Mapiri
8488,1,La Paz,Larecaja,Teoponte
8488,1,La Paz,Sud Yungas,Chulumani
8488,1,La Paz,Sud Yungas,Irupana
8488,1,La Paz,Sud Yungas,Palos Blancos
8488,1,La Paz,Nor Yungas,Coroico
8488,1,La Paz,Nor Yungas,Coripata
8488,1,La Paz,Abel Iturralde,San Buenaventura
8488,1,La Paz,Caranavi,
8488,1,La Paz,Caranavi,Caranavi
8488,1,Cochabamba,Chapare,Villa Tunari
8488,1,Cochabamba,Carrasco,Totora
8488,1,Cochabamba,Carrasco,Chimore
8488,1,Cochabamba,Carrasco,Puerto Villarroel
8488,1,Santa Cruz,Andrés Ibáñez,Cotoca
8488,1,Santa Cruz,Andrés Ibáñez,El Torno
8488,1,Santa Cruz,Warnes,Warnes
8488,1,Santa Cruz,Velasco,San Miguel de Velasco
8488,1,Santa Cruz,Ichilo,Buena Vista
8488,1,Santa Cruz,Ichilo,San Carlos
8488,1,Santa Cruz,Ichilo,San Juan de Yapacaní
8488,1,Santa Cruz,Chiquitos,San José de Chiquitos
8488,1,Santa Cruz,Chiquitos,Pailón
8488,1,Santa Cruz,Chiquitos,Roboré
8488,1,Santa Cruz,Sara,Portachuelo
8488,1,Santa Cruz,Sara,Santa Rosa del Sara
8488,1,Santa Cruz,Sara,Colpa Belgica
8488,1,Santa Cruz,Obispo Santistevan,Gral. Saavedra
8488,1,Santa Cruz,Obispo Santistevan,Mineros
8488,1,Santa Cruz,Obispo Santistevan,Fernandez Alonso
8488,1,Santa Cruz,Obispo Santistevan,San Pedro
8488,1,Santa Cruz,Ñuflo de Chavez,Concepcion
8488,1,Santa Cruz,Ñuflo de Chavez,San Javier
8488,1,Santa Cruz,Ñuflo de Chavez,San Ramón
8488,1,Santa Cruz,Ñuflo de Chavez,San Julián
8488,1,Santa Cruz,Angel Sandoval,San Matias
8488,1,Santa Cruz,Germán Busch,Puerto Suárez
8488,1,Santa Cruz,Germán Busch,Puerto Quijarro
8488,1,Santa Cruz,Germán Busch,Carmen Rivero Torrez
8488,1,Santa Cruz,Guarayos,El Puente
8488,1,Beni,Cercado,San Javier
8488,1,Beni,Vaca Diéz,Guayaramerín
8488,1,Beni,José Ballivián,Reyes
8488,1,Beni,José Ballivián,San Borja
8488,1,Beni,Yacuma,Santa Ana de Yacuma
8488,1,Beni,Yacuma,Exaltacion
8488,1,Beni,Moxos,San Ignacio
8488,1,Beni,Marbán,Loreto
8488,1,Beni,Marbán,San Andrés
8488,1,Beni,Mamoré,San Ramon
8488,1,Beni,Mamoré,Puerto Siles
8488,1,Beni,Itenez,Magdalena
8488,1,Beni,Itenez,Baures
8488,1,Beni,Itenez,Huacaraje
8488,1,Pando,Nicolas Suarez,Bolpebra
8488,1,Pando,Manuripi,Puerto Rico
8488,1,Pando,Manuripi,Filadelfia
8488,1,Pando,Madre de Dios,Puerto Gonzalo Moreno
8488,1,Pando,Madre de Dios,El Sena
8488,1,Pando,Federico Roman,Villa Nueva (Loma Alta)
8489,1,Santa Cruz,Velasco,San Rafael
8489,1,Santa Cruz,Obispo Santistevan,Mineros
8489,1,Santa Cruz,Guarayos,Urubicha
8489,1,Beni,Mamoré,San Joaquin
8489,1,Beni,Mamoré,San Ramon
8490,1,Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa)
8490,1,Santa Cruz,Cordillera,Boyuibe
8491,1,La Paz,Caranavi,Caranavi
8491,1,Cochabamba,Chapare,Colomi
8491,1,Santa Cruz,Warnes,Okinawa Uno
8491,1,Santa Cruz,Ichilo,San Juan de Yapacaní
8491,1,Santa Cruz,Ñuflo de Chavez,San Antonio de Lomerio
8491,1,Santa Cruz,Ñuflo de Chavez,Cuatro Cañadas
