proyecto_codigo,proyecto_tipo,departamento,provincia,municipio
19465,1,Oruro,Sajama,Curahuara de Carangas
19465,1,Oruro,Sajama,Turco
19465,1,Oruro,Litoral,Huachacalla
19465,1,Oruro,Litoral,Escara
19465,1,Oruro,Litoral,Cruz de Machacamarca
19465,1,Oruro,Poopó,Poopó
19465,1,Oruro,Poopó,Pazña
19465,1,Oruro,Sabaya,Sabaya
19465,1,Oruro,Saucarí,Toledo
19465,1,Oruro,Sebastián Pagador,Santiago de Huari
19465,1,Oruro,Mejillones,La Rivera
19465,1,Potosí,Tomás Frías,Potosí
19465,1,Potosí,Tomás Frías,Tinguipaya
19465,1,Potosí,Tomás Frías,Yocalla
19465,1,Potosí,Rafael Bustillo,Uncia
19465,1,Potosí,Rafael Bustillo,Llallagua
19465,1,Potosí,Cornelio Saavedra,Betanzos
19465,1,Potosí,Chayanta,Colquechaca
19465,1,Potosí,Nor Chichas,Cotagaita
19465,1,Potosí,Nor Chichas,Vitichi
19465,1,Potosí,Sur Chichas,Tupiza
19465,1,Potosí,Sur Chichas,Atocha
19465,1,Potosí,Nor Lípez,"Colcha ""K"""
19465,1,Potosí,Nor Lípez,San Pedro de Quemes
19465,1,Potosí,José María Linares,"Caiza ""D"""
19465,1,Potosí,Antonio Quijarro,Uyuni
19465,1,Potosí,Antonio Quijarro,Tomave
19465,1,Potosí,Antonio Quijarro,Porco
19465,1,Potosí,Modesto Omiste,Villazón
19465,1,Tarija,Cercado,Tarija
19465,1,Tarija,Aniceto Arce,Padcaya
19465,1,Tarija,Aniceto Arce,Bermejo
19465,1,Tarija,Gran Chaco,Yacuiba
19465,1,Tarija,Gran Chaco,Caraparí
19465,1,Tarija,Gran Chaco,Villamontes
19465,1,Tarija,Aviles,Uriondo
19465,1,Tarija,Aviles,Yunchará
19465,1,Tarija,Méndez,Villa San Lorenzo
19465,1,Tarija,Méndez,El Puente
19465,1,Tarija,Burnet O'connor,Entre Ríos
19465,1,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
19465,1,Santa Cruz,Andrés Ibáñez,Cotoca
19465,1,Santa Cruz,Andrés Ibáñez,La Guardia
19465,1,Santa Cruz,Andrés Ibáñez,El Torno
19465,1,Santa Cruz,Warnes,Warnes
19465,1,Santa Cruz,Warnes,Okinawa Uno
19465,1,Santa Cruz,Velasco,San Ignacio de Velasco
19465,1,Santa Cruz,Velasco,San Miguel de Velasco
19465,1,Santa Cruz,Velasco,San Rafael
19465,1,Santa Cruz,Ichilo,Buena Vista
19465,1,Santa Cruz,Ichilo,San Carlos
19465,1,Santa Cruz,Ichilo,Yapacaní
19465,1,Santa Cruz,Chiquitos,San José de Chiquitos
19465,1,Santa Cruz,Chiquitos,Pailón
19465,1,Santa Cruz,Chiquitos,Roboré
19465,1,Santa Cruz,Sara,Portachuelo
19465,1,Santa Cruz,Cordillera,Lagunillas
19465,1,Santa Cruz,Cordillera,Charagua
19465,1,Santa Cruz,Cordillera,Cabezas
19465,1,Santa Cruz,Cordillera,Cuevo
19465,1,Santa Cruz,Cordillera,Gutiérrez
19465,1,Santa Cruz,Cordillera,Camiri
19465,1,Santa Cruz,Cordillera,Boyuibe
19465,1,Santa Cruz,Florida,Samaipata
19465,1,Santa Cruz,Florida,Pampa Grande
19465,1,Santa Cruz,Florida,Mairana
19465,1,Santa Cruz,Obispo Santistevan,Montero
19465,1,Santa Cruz,Ñuflo de Chavez,San Javier
19465,1,Santa Cruz,Ñuflo de Chavez,San Ramón
19465,1,Santa Cruz,Ñuflo de Chavez,San Julián
19465,1,Santa Cruz,Ñuflo de Chavez,Cuatro Cañadas
19465,1,Santa Cruz,Angel Sandoval,San Matias
19465,1,Santa Cruz,Manuel María Caballero,Comarapa
19465,1,Santa Cruz,Manuel María Caballero,Saipina
19465,1,Santa Cruz,Germán Busch,Puerto Suárez
19465,1,Santa Cruz,Germán Busch,Puerto Quijarro
19465,1,Santa Cruz,Germán Busch,Carmen Rivero Torrez
19465,1,Santa Cruz,Guarayos,Ascensión de Guarayos
19465,1,Santa Cruz,Guarayos,El Puente
19465,1,Beni,Cercado,Trinidad
19465,1,Beni,Cercado,San Javier
19465,1,Beni,Vaca Diéz,Riberalta
19465,1,Beni,Vaca Diéz,Guayaramerín
19465,1,Beni,José Ballivián,Reyes
19465,1,Beni,José Ballivián,San Borja
19465,1,Beni,José Ballivián,Santa Rosa
19465,1,Beni,José Ballivián,Rurrenabaque
19465,1,Beni,Yacuma,Santa Ana de Yacuma
19465,1,Beni,Yacuma,Exaltacion
19465,1,Beni,Moxos,San Ignacio
19465,1,Beni,Mamoré,San Joaquin
19465,1,Beni,Mamoré,San Ramon
19465,1,Beni,Mamoré,Puerto Siles
19465,1,Pando,Nicolas Suarez,Cobija
19465,1,Pando,Nicolas Suarez,Porvenir
19465,1,Pando,Nicolas Suarez,Bolpebra
19465,1,Pando,Nicolas Suarez,Bella Flor
19465,1,Pando,Manuripi,Puerto Rico
19465,1,Pando,Manuripi,Filadelfia
19465,1,Pando,Madre de Dios,San Lorenzo
19465,1,Chuquisaca,Oropeza,Sucre
19465,1,Chuquisaca,Oropeza,Yotala
19465,1,Chuquisaca,Zudañez,Zudañez
19465,1,Chuquisaca,Tomina,Padilla
19465,1,Chuquisaca,Tomina,Tomina
19465,1,Chuquisaca,Hernando Siles,Monteagudo
19465,1,Chuquisaca,Yamparáez,Tarabuco
19465,1,Chuquisaca,Yamparáez,Yamparáez
19465,1,Chuquisaca,Nor Cinti,Camargo
19465,1,Chuquisaca,Nor Cinti,San Lucas
19465,1,Chuquisaca,Sud Cinti,Villa Abecia
19465,1,Chuquisaca,Sud Cinti,Las Carreras
19465,1,Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa)
19465,1,Chuquisaca,Luis Calvo,Macharetí
19465,1,La Paz,Murillo,La Paz
19465,1,La Paz,Murillo,El Alto
19465,1,La Paz,Omasuyos,Achacachi
19465,1,La Paz,Omasuyos,Huarina
19465,1,La Paz,Pacajes,Coro Coro
19465,1,La Paz,Pacajes,Caquiaviri
19465,1,La Paz,Pacajes,Comanche
19465,1,La Paz,Pacajes,Charaña
19465,1,La Paz,Pacajes,Nazacara de Pacajes
19465,1,La Paz,Pacajes,Callapa
19465,1,La Paz,Ingavi,Viacha
19465,1,La Paz,Ingavi,Guaqui
19465,1,La Paz,Ingavi,Tiahuanacu
19465,1,La Paz,Ingavi,Desaguadero
19465,1,La Paz,Ingavi,San Andrés de Machaca
19465,1,La Paz,Ingavi,Jesus de Machaca
19465,1,La Paz,Sud Yungas,Palos Blancos
19465,1,La Paz,Los Andes,Pucarani
19465,1,La Paz,Los Andes,Laja
19465,1,La Paz,Los Andes,Batallas
19465,1,La Paz,Aroma,Sica Sica
19465,1,La Paz,Aroma,Umala
19465,1,La Paz,Aroma,Ayo Ayo
19465,1,La Paz,Aroma,Calamarca
19465,1,La Paz,Aroma,Patacamaya
19465,1,La Paz,Nor Yungas,Coroico
19465,1,La Paz,Jose Manuel Pando,Santiago de Machaca
19465,1,La Paz,Jose Manuel Pando,Catacora
19465,1,La Paz,Caranavi,Caranavi
19465,1,La Paz,Caranavi,Alto Beni
19465,1,Cochabamba,Cercado,Cochabamba
19465,1,Cochabamba,Campero,Aiquile
19465,1,Cochabamba,Campero,Omereque
19465,1,Cochabamba,Esteban Arze,Arbieto
19465,1,Cochabamba,Arani,Arani
19465,1,Cochabamba,Arani,Vacas
19465,1,Cochabamba,Arque,Arque
19465,1,Cochabamba,Germán Jordán,Tolata
19465,1,Cochabamba,Quillacollo,Quillacollo
19465,1,Cochabamba,Quillacollo,Sipe Sipe
19465,1,Cochabamba,Quillacollo,Tiquipaya
19465,1,Cochabamba,Quillacollo,Vinto
19465,1,Cochabamba,Quillacollo,Colcapirhua
19465,1,Cochabamba,Chapare,Sacaba
19465,1,Cochabamba,Chapare,Colomi
19465,1,Cochabamba,Chapare,Villa Tunari
19465,1,Cochabamba,Tapacarí,Tapacarí
19465,1,Cochabamba,Carrasco,Totora
19465,1,Cochabamba,Carrasco,Pojo
19465,1,Cochabamba,Carrasco,Chimore
19465,1,Cochabamba,Carrasco,Puerto Villarroel
19465,1,Cochabamba,Carrasco,Entre Ríos
19465,1,Cochabamba,Mizque,Mizque
19465,1,Cochabamba,Punata,Punata
19465,1,Cochabamba,Tiraque,Tiraque
19465,1,Cochabamba,Tiraque,Shinahota
19465,1,Oruro,Cercado,Oruro
19465,1,Oruro,Cercado,Caracollo
19465,1,Oruro,Cercado,El Choro
19465,1,Oruro,Cercado,Soracachi (Paria)
19465,1,Oruro,Abaroa,Challapata
19465,1,Oruro,Abaroa,Quillacas
19465,1,Oruro,Carangas,Corque
19465,1,Oruro,Sajama,Curahuara de Carangas
19465,1,Oruro,Sajama,Turco
19465,1,Oruro,Litoral,Huachacalla
19465,1,Oruro,Litoral,Escara
19465,1,Oruro,Litoral,Cruz de Machacamarca
19465,1,Oruro,Poopó,Poopó
19465,1,Oruro,Poopó,Pazña
19465,1,Oruro,Sabaya,Sabaya
19465,1,Oruro,Saucarí,Toledo
19465,1,Oruro,Sebastián Pagador,Santiago de Huari
19465,1,Oruro,Mejillones,La Rivera
19465,1,Potosí,Tomás Frías,Potosí
19465,1,Potosí,Tomás Frías,Tinguipaya
19465,1,Potosí,Tomás Frías,Yocalla
19465,1,Potosí,Rafael Bustillo,Uncia
19465,1,Potosí,Rafael Bustillo,Llallagua
19465,1,Potosí,Cornelio Saavedra,Betanzos
19465,1,Potosí,Chayanta,Colquechaca
19465,1,Potosí,Nor Chichas,Cotagaita
19465,1,Potosí,Nor Chichas,Vitichi
19465,1,Potosí,Sur Chichas,Tupiza
19465,1,Potosí,Sur Chichas,Atocha
19465,1,Potosí,Nor Lípez,"Colcha ""K"""
19465,1,Potosí,Nor Lípez,San Pedro de Quemes
19465,1,Potosí,José María Linares,"Caiza ""D"""
19465,1,Potosí,Antonio Quijarro,Uyuni
19465,1,Potosí,Antonio Quijarro,Tomave
19465,1,Potosí,Antonio Quijarro,Porco
19465,1,Potosí,Modesto Omiste,Villazón
19465,1,Tarija,Cercado,Tarija
19465,1,Tarija,Aniceto Arce,Padcaya
19465,1,Tarija,Aniceto Arce,Bermejo
19465,1,Tarija,Gran Chaco,Yacuiba
19465,1,Tarija,Gran Chaco,Caraparí
19465,1,Tarija,Gran Chaco,Villamontes
19465,1,Tarija,Aviles,Uriondo
19465,1,Tarija,Aviles,Yunchará
19465,1,Tarija,Méndez,Villa San Lorenzo
19465,1,Tarija,Méndez,El Puente
19465,1,Tarija,Burnet O'connor,Entre Ríos
19465,1,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
19465,1,Santa Cruz,Andrés Ibáñez,Cotoca
19465,1,Santa Cruz,Andrés Ibáñez,La Guardia
19465,1,Santa Cruz,Andrés Ibáñez,El Torno
19465,1,Santa Cruz,Warnes,Warnes
19465,1,Santa Cruz,Warnes,Okinawa Uno
19465,1,Santa Cruz,Velasco,San Ignacio de Velasco
19465,1,Santa Cruz,Velasco,San Miguel de Velasco
19465,1,Santa Cruz,Velasco,San Rafael
19465,1,Santa Cruz,Ichilo,Buena Vista
19465,1,Santa Cruz,Ichilo,San Carlos
19465,1,Santa Cruz,Ichilo,Yapacaní
19465,1,Santa Cruz,Chiquitos,San José de Chiquitos
19465,1,Santa Cruz,Chiquitos,Pailón
19465,1,Santa Cruz,Chiquitos,Roboré
19465,1,Santa Cruz,Sara,Portachuelo
19465,1,Santa Cruz,Cordillera,Lagunillas
19465,1,Santa Cruz,Cordillera,Charagua
19465,1,Santa Cruz,Cordillera,Cabezas
19465,1,Santa Cruz,Cordillera,Cuevo
19465,1,Santa Cruz,Cordillera,Gutiérrez
19465,1,Santa Cruz,Cordillera,Camiri
19465,1,Santa Cruz,Cordillera,Boyuibe
19465,1,Santa Cruz,Florida,Samaipata
19465,1,Santa Cruz,Florida,Pampa Grande
19465,1,Santa Cruz,Florida,Mairana
19465,1,Santa Cruz,Obispo Santistevan,Montero
19465,1,Santa Cruz,Ñuflo de Chavez,San Javier
19465,1,Santa Cruz,Ñuflo de Chavez,San Ramón
19465,1,Santa Cruz,Ñuflo de Chavez,San Julián
19465,1,Santa Cruz,Ñuflo de Chavez,Cuatro Cañadas
19465,1,Santa Cruz,Angel Sandoval,San Matias
19465,1,Santa Cruz,Manuel María Caballero,Comarapa
19465,1,Santa Cruz,Manuel María Caballero,Saipina
19465,1,Santa Cruz,Germán Busch,Puerto Suárez
19465,1,Santa Cruz,Germán Busch,Puerto Quijarro
19465,1,Santa Cruz,Germán Busch,Carmen Rivero Torrez
19465,1,Santa Cruz,Guarayos,Ascensión de Guarayos
19465,1,Santa Cruz,Guarayos,El Puente
19465,1,Beni,Cercado,Trinidad
19465,1,Beni,Cercado,San Javier
19465,1,Beni,Vaca Diéz,Riberalta
19465,1,Beni,Vaca Diéz,Guayaramerín
19465,1,Beni,José Ballivián,Reyes
19465,1,Beni,José Ballivián,San Borja
19465,1,Beni,José Ballivián,Santa Rosa
19465,1,Beni,José Ballivián,Rurrenabaque
19465,1,Beni,Yacuma,Santa Ana de Yacuma
19465,1,Beni,Yacuma,Exaltacion
19465,1,Beni,Moxos,San Ignacio
19465,1,Beni,Mamoré,San Joaquin
19465,1,Beni,Mamoré,San Ramon
19465,1,Beni,Mamoré,Puerto Siles
19465,1,Pando,Nicolas Suarez,Cobija
19465,1,Pando,Nicolas Suarez,Porvenir
19465,1,Pando,Nicolas Suarez,Bolpebra
19465,1,Pando,Nicolas Suarez,Bella Flor
19465,1,Pando,Manuripi,Puerto Rico
19465,1,Pando,Manuripi,Filadelfia
19465,1,Pando,Madre de Dios,San Lorenzo
19466,1,Chuquisaca,Oropeza,Sucre
19466,1,Chuquisaca,Oropeza,Yotala
19466,1,Chuquisaca,Zudañez,Zudañez
19466,1,Chuquisaca,Tomina,Padilla
19466,1,Chuquisaca,Tomina,Tomina
19466,1,Chuquisaca,Hernando Siles,Monteagudo
19466,1,Chuquisaca,Yamparáez,Tarabuco
19466,1,Chuquisaca,Yamparáez,Yamparáez
19466,1,Chuquisaca,Nor Cinti,Camargo
19466,1,Chuquisaca,Nor Cinti,San Lucas
19466,1,Chuquisaca,Sud Cinti,Villa Abecia
19466,1,Chuquisaca,Sud Cinti,Las Carreras
19466,1,Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa)
19466,1,Chuquisaca,Luis Calvo,Macharetí
19466,1,La Paz,Murillo,La Paz
19466,1,La Paz,Murillo,El Alto
19466,1,La Paz,Pacajes,Coro Coro
19466,1,La Paz,Pacajes,Caquiaviri
19466,1,La Paz,Pacajes,Comanche
19466,1,La Paz,Pacajes,Charaña
19466,1,La Paz,Pacajes,Nazacara de Pacajes
19466,1,La Paz,Pacajes,Callapa
19466,1,La Paz,Ingavi,Viacha
19466,1,La Paz,Ingavi,Guaqui
19466,1,La Paz,Ingavi,Tiahuanacu
19466,1,La Paz,Ingavi,Desaguadero
19466,1,La Paz,Ingavi,San Andrés de Machaca
19466,1,La Paz,Ingavi,Jesus de Machaca
19466,1,La Paz,Sud Yungas,Palos Blancos
19466,1,La Paz,Los Andes,Laja
19466,1,La Paz,Aroma,Sica Sica
19466,1,La Paz,Aroma,Umala
19466,1,La Paz,Aroma,Ayo Ayo
19466,1,La Paz,Aroma,Calamarca
19466,1,La Paz,Aroma,Patacamaya
19466,1,La Paz,Nor Yungas,Coroico
19466,1,La Paz,Jose Manuel Pando,Santiago de Machaca
19466,1,La Paz,Jose Manuel Pando,Catacora
19466,1,La Paz,Caranavi,Caranavi
19466,1,La Paz,Caranavi,Alto Beni
19466,1,Cochabamba,Cercado,Cochabamba
19466,1,Cochabamba,Campero,Aiquile
19466,1,Cochabamba,Campero,Omereque
19466,1,Cochabamba,Esteban Arze,Arbieto
19466,1,Cochabamba,Arani,Arani
19466,1,Cochabamba,Arani,Vacas
19466,1,Cochabamba,Arque,Arque
19466,1,Cochabamba,Germán Jordán,Tolata
19466,1,Cochabamba,Quillacollo,Quillacollo
19466,1,Cochabamba,Quillacollo,Sipe Sipe
19466,1,Cochabamba,Quillacollo,Tiquipaya
19466,1,Cochabamba,Quillacollo,Vinto
19466,1,Cochabamba,Quillacollo,Colcapirhua
19466,1,Cochabamba,Chapare,Sacaba
19466,1,Cochabamba,Chapare,Colomi
19466,1,Cochabamba,Chapare,Villa Tunari
19466,1,Cochabamba,Tapacarí,Tapacarí
19466,1,Cochabamba,Carrasco,Totora
19466,1,Cochabamba,Carrasco,Pojo
19466,1,Cochabamba,Carrasco,Chimore
19466,1,Cochabamba,Carrasco,Puerto Villarroel
19466,1,Cochabamba,Carrasco,Entre Ríos
19466,1,Cochabamba,Mizque,Mizque
19466,1,Cochabamba,Punata,Punata
19466,1,Cochabamba,Tiraque,Tiraque
19466,1,Cochabamba,Tiraque,Shinahota
19466,1,Oruro,Cercado,Oruro
19466,1,Oruro,Cercado,Caracollo
19466,1,Oruro,Cercado,El Choro
19466,1,Oruro,Cercado,Soracachi (Paria)
19466,1,Oruro,Abaroa,Challapata
19466,1,Oruro,Abaroa,Quillacas
19466,1,Oruro,Carangas,Corque
19466,1,Oruro,Sajama,Curahuara de Carangas
19466,1,Oruro,Sajama,Turco
19466,1,Oruro,Litoral,Huachacalla
19466,1,Oruro,Litoral,Escara
19466,1,Oruro,Litoral,Cruz de Machacamarca
19466,1,Oruro,Poopó,Poopó
19466,1,Oruro,Poopó,Pazña
19466,1,Oruro,Pantaleón Dalence,Huanuni
19466,1,Oruro,Pantaleón Dalence,Machacamarca
19466,1,Oruro,Sabaya,Sabaya
19466,1,Oruro,Saucarí,Toledo
19466,1,Oruro,Sebastián Pagador,Santiago de Huari
19466,1,Oruro,Mejillones,La Rivera
19466,1,Potosí,Tomás Frías,Potosí
19466,1,Potosí,Tomás Frías,Tinguipaya
19466,1,Potosí,Tomás Frías,Yocalla
19466,1,Potosí,Rafael Bustillo,Uncia
19466,1,Potosí,Rafael Bustillo,Llallagua
19466,1,Potosí,Cornelio Saavedra,Betanzos
19466,1,Potosí,Chayanta,Colquechaca
19466,1,Potosí,Nor Chichas,Cotagaita
19466,1,Potosí,Nor Chichas,Vitichi
19466,1,Potosí,Sur Chichas,Atocha
19466,1,Potosí,Nor Lípez,"Colcha ""K"""
19466,1,Potosí,Nor Lípez,San Pedro de Quemes
19466,1,Potosí,José María Linares,Puna
19466,1,Potosí,José María Linares,"Caiza ""D"""
19466,1,Potosí,Antonio Quijarro,Uyuni
19466,1,Potosí,Antonio Quijarro,Tomave
19466,1,Potosí,Antonio Quijarro,Porco
19466,1,Potosí,Modesto Omiste,Villazón
19466,1,Potosí,Enrique Baldivieso,San Agustin
19466,1,Tarija,Cercado,Tarija
19466,1,Tarija,Aniceto Arce,Padcaya
19466,1,Tarija,Aniceto Arce,Bermejo
19466,1,Tarija,Gran Chaco,Yacuiba
19466,1,Tarija,Gran Chaco,Caraparí
19466,1,Tarija,Gran Chaco,Villamontes
19466,1,Tarija,Aviles,Uriondo
19466,1,Tarija,Aviles,Yunchará
19466,1,Tarija,Méndez,Villa San Lorenzo
19466,1,Tarija,Méndez,El Puente
19466,1,Tarija,Burnet O'connor,Entre Ríos
19466,1,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
19466,1,Santa Cruz,Andrés Ibáñez,Cotoca
19466,1,Santa Cruz,Andrés Ibáñez,La Guardia
19466,1,Santa Cruz,Andrés Ibáñez,El Torno
19466,1,Santa Cruz,Warnes,Warnes
19466,1,Santa Cruz,Warnes,Okinawa Uno
19466,1,Santa Cruz,Velasco,San Ignacio de Velasco
19466,1,Santa Cruz,Velasco,San Miguel de Velasco
19466,1,Santa Cruz,Ichilo,Buena Vista
19466,1,Santa Cruz,Ichilo,San Carlos
19466,1,Santa Cruz,Ichilo,Yapacaní
19466,1,Santa Cruz,Chiquitos,San José de Chiquitos
19466,1,Santa Cruz,Chiquitos,Pailón
19466,1,Santa Cruz,Chiquitos,Roboré
19466,1,Santa Cruz,Sara,Portachuelo
19466,1,Santa Cruz,Cordillera,Lagunillas
19466,1,Santa Cruz,Cordillera,Cabezas
19466,1,Santa Cruz,Cordillera,Cuevo
19466,1,Santa Cruz,Cordillera,Gutiérrez
19466,1,Santa Cruz,Cordillera,Camiri
19466,1,Santa Cruz,Cordillera,Boyuibe
19466,1,Santa Cruz,Florida,Samaipata
19466,1,Santa Cruz,Florida,Pampa Grande
19466,1,Santa Cruz,Florida,Mairana
19466,1,Santa Cruz,Obispo Santistevan,Montero
19466,1,Santa Cruz,Ñuflo de Chavez,San Javier
19466,1,Santa Cruz,Ñuflo de Chavez,San Ramón
19466,1,Santa Cruz,Ñuflo de Chavez,San Julián
19466,1,Santa Cruz,Ñuflo de Chavez,San Antonio de Lomerio
19466,1,Santa Cruz,Ñuflo de Chavez,Cuatro Cañadas
19466,1,Santa Cruz,Angel Sandoval,San Matias
19466,1,Santa Cruz,Manuel María Caballero,Comarapa
19466,1,Santa Cruz,Manuel María Caballero,Saipina
19466,1,Santa Cruz,Germán Busch,Puerto Suárez
19466,1,Santa Cruz,Germán Busch,Puerto Quijarro
19466,1,Santa Cruz,Germán Busch,Carmen Rivero Torrez
19466,1,Santa Cruz,Guarayos,Ascensión de Guarayos
19466,1,Santa Cruz,Guarayos,El Puente
19466,1,Beni,Cercado,Trinidad
19466,1,Beni,Cercado,San Javier
19466,1,Beni,Vaca Diéz,Riberalta
19466,1,Beni,Vaca Diéz,Guayaramerín
19466,1,Beni,José Ballivián,Reyes
19466,1,Beni,José Ballivián,San Borja
19466,1,Beni,José Ballivián,Santa Rosa
19466,1,Beni,José Ballivián,Rurrenabaque
19466,1,Beni,Yacuma,Santa Ana de Yacuma
19466,1,Beni,Yacuma,Exaltacion
19466,1,Beni,Moxos,San Ignacio
19466,1,Beni,Mamoré,San Joaquin
19466,1,Beni,Mamoré,San Ramon
19466,1,Beni,Mamoré,Puerto Siles
19466,1,Pando,Nicolas Suarez,Cobija
19466,1,Pando,Nicolas Suarez,Porvenir
19466,1,Pando,Nicolas Suarez,Bella Flor
19466,1,Pando,Manuripi,Puerto Rico
19466,1,Pando,Manuripi,San Pedro
19466,1,Pando,Manuripi,Filadelfia
19466,1,Pando,Madre de Dios,San Lorenzo
19466,1,Chuquisaca,Oropeza,Sucre
19466,1,Chuquisaca,Oropeza,Yotala
19466,1,Chuquisaca,Zudañez,Zudañez
19466,1,Chuquisaca,Tomina,Padilla
19466,1,Chuquisaca,Tomina,Tomina
19466,1,Chuquisaca,Hernando Siles,Monteagudo
19466,1,Chuquisaca,Yamparáez,Tarabuco
19466,1,Chuquisaca,Yamparáez,Yamparáez
19466,1,Chuquisaca,Nor Cinti,Camargo
19466,1,Chuquisaca,Nor Cinti,San Lucas
19466,1,Chuquisaca,Sud Cinti,Villa Abecia
19466,1,Chuquisaca,Sud Cinti,Las Carreras
19466,1,Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa)
19466,1,Chuquisaca,Luis Calvo,Macharetí
19466,1,La Paz,Murillo,La Paz
19466,1,La Paz,Murillo,El Alto
19466,1,La Paz,Pacajes,Coro Coro
19466,1,La Paz,Pacajes,Caquiaviri
19466,1,La Paz,Pacajes,Comanche
19466,1,La Paz,Pacajes,Charaña
19466,1,La Paz,Pacajes,Nazacara de Pacajes
19466,1,La Paz,Pacajes,Callapa
19466,1,La Paz,Ingavi,Viacha
19466,1,La Paz,Ingavi,Guaqui
19466,1,La Paz,Ingavi,Tiahuanacu
19466,1,La Paz,Ingavi,Desaguadero
19466,1,La Paz,Ingavi,San Andrés de Machaca
19466,1,La Paz,Ingavi,Jesus de Machaca
19466,1,La Paz,Sud Yungas,Palos Blancos
19466,1,La Paz,Los Andes,Laja
19466,1,La Paz,Aroma,Sica Sica
19466,1,La Paz,Aroma,Umala
19466,1,La Paz,Aroma,Ayo Ayo
19466,1,La Paz,Aroma,Calamarca
19466,1,La Paz,Aroma,Patacamaya
19466,1,La Paz,Nor Yungas,Coroico
19466,1,La Paz,Jose Manuel Pando,Santiago de Machaca
19466,1,La Paz,Jose Manuel Pando,Catacora
19466,1,La Paz,Caranavi,Caranavi
19466,1,La Paz,Caranavi,Alto Beni
19466,1,Cochabamba,Cercado,Cochabamba
19466,1,Cochabamba,Campero,Aiquile
19466,1,Cochabamba,Campero,Omereque
19466,1,Cochabamba,Esteban Arze,Arbieto
19466,1,Cochabamba,Arani,Arani
19466,1,Cochabamba,Arani,Vacas
19466,1,Cochabamba,Arque,Arque
19466,1,Cochabamba,Germán Jordán,Tolata
19466,1,Cochabamba,Quillacollo,Quillacollo
19466,1,Cochabamba,Quillacollo,Sipe Sipe
19466,1,Cochabamba,Quillacollo,Tiquipaya
19466,1,Cochabamba,Quillacollo,Vinto
19466,1,Cochabamba,Quillacollo,Colcapirhua
19466,1,Cochabamba,Chapare,Sacaba
19466,1,Cochabamba,Chapare,Colomi
19466,1,Cochabamba,Chapare,Villa Tunari
19466,1,Cochabamba,Tapacarí,Tapacarí
19466,1,Cochabamba,Carrasco,Totora
19466,1,Cochabamba,Carrasco,Pojo
19466,1,Cochabamba,Carrasco,Chimore
19466,1,Cochabamba,Carrasco,Puerto Villarroel
19466,1,Cochabamba,Carrasco,Entre Ríos
19466,1,Cochabamba,Mizque,Mizque
19466,1,Cochabamba,Punata,Punata
19466,1,Cochabamba,Tiraque,Tiraque
19466,1,Cochabamba,Tiraque,Shinahota
19466,1,Oruro,Cercado,Oruro
19466,1,Oruro,Cercado,Caracollo
19466,1,Oruro,Cercado,El Choro
19466,1,Oruro,Cercado,Soracachi (Paria)
19466,1,Oruro,Abaroa,Challapata
19466,1,Oruro,Abaroa,Quillacas
19466,1,Oruro,Carangas,Corque
19466,1,Oruro,Sajama,Curahuara de Carangas
19466,1,Oruro,Sajama,Turco
19466,1,Oruro,Litoral,Huachacalla
19466,1,Oruro,Litoral,Escara
19466,1,Oruro,Litoral,Cruz de Machacamarca
19466,1,Oruro,Poopó,Poopó
19466,1,Oruro,Poopó,Pazña
19466,1,Oruro,Pantaleón Dalence,Huanuni
19466,1,Oruro,Pantaleón Dalence,Machacamarca
19466,1,Oruro,Sabaya,Sabaya
19466,1,Oruro,Saucarí,Toledo
19466,1,Oruro,Sebastián Pagador,Santiago de Huari
19466,1,Oruro,Mejillones,La Rivera
19466,1,Potosí,Tomás Frías,Potosí
19466,1,Potosí,Tomás Frías,Tinguipaya
19466,1,Potosí,Tomás Frías,Yocalla
19466,1,Potosí,Rafael Bustillo,Uncia
19466,1,Potosí,Rafael Bustillo,Llallagua
19466,1,Potosí,Cornelio Saavedra,Betanzos
19466,1,Potosí,Chayanta,Colquechaca
19466,1,Potosí,Nor Chichas,Cotagaita
19466,1,Potosí,Nor Chichas,Vitichi
19466,1,Potosí,Sur Chichas,Atocha
19466,1,Potosí,Nor Lípez,"Colcha ""K"""
19466,1,Potosí,Nor Lípez,San Pedro de Quemes
19466,1,Potosí,José María Linares,Puna
19466,1,Potosí,José María Linares,"Caiza ""D"""
19466,1,Potosí,Antonio Quijarro,Uyuni
19466,1,Potosí,Antonio Quijarro,Tomave
19466,1,Potosí,Antonio Quijarro,Porco
19466,1,Potosí,Modesto Omiste,Villazón
19466,1,Potosí,Enrique Baldivieso,San Agustin
19466,1,Tarija,Cercado,Tarija
19466,1,Tarija,Aniceto Arce,Padcaya
19466,1,Tarija,Aniceto Arce,Bermejo
19466,1,Tarija,Gran Chaco,Yacuiba
19466,1,Tarija,Gran Chaco,Caraparí
19466,1,Tarija,Gran Chaco,Villamontes
19466,1,Tarija,Aviles,Uriondo
19466,1,Tarija,Aviles,Yunchará
19466,1,Tarija,Méndez,Villa San Lorenzo
19466,1,Tarija,Méndez,El Puente
